pair_id,score
1,0.008149847363137836
2,0.005468501855548036
3,0.0018220661473810186
4,0.0009251642548165646
5,0.0025892919845828047
6,0.00040559132135569814
7,0.0009360024548345869
8,-0.003299103799300751
9,0.0008230306276306904
10,0.012418631740170757
11,1.2067516951980834e-05
12,0.0008413842758476342
13,0.003418724735407722
14,-9.990068676324771e-05
15,0.0023210062170172813
16,0.00038934793306764876
17,0.00048205027554394414
18,6.00785742481415e-05
19,0.0004220115596713836
20,0.00012469313772794333
21,0.0017377365740561836
22,0.007590091841684216
23,0.0001391823921170896
24,0.001839660182902356
25,0.002552825428626955
26,-0.00010267967607299027
27,0.0013362556486833255
28,0.0006201407770791956
29,0.003705270188525466
30,0.0008700937508383677
31,0.011983873864984335
32,-0.0001362748603007521
33,-0.0013858721676725519
34,-0.005148133656321885
35,0.007828386517136852
36,0.0005940138380742987
37,-0.022735868443711352
38,2.0287788924106535e-06
39,0.0002594059395450562
40,0.0006002596160513388
41,7.146133085781953e-05
42,-0.00024213377543794048
43,0.005609362518538712
44,0.0014126129730051683
45,-0.00016685193678402246
46,0.01421634306888493
47,0.0004559773993639296
48,0.0015531059897585353
49,0.001197268001061038
50,0.0013432473046085442
51,0.0015584891198002278
52,0.003824367154599022
53,-0.0012126370286107118
54,-9.000068348593655e-05
55,0.0004889605358867331
56,0.002636870593966781
57,0.0008082795527375988
58,0.0023880365228799343
59,0.00403943688300705
60,0.005510253266099855
61,3.7237645342603056e-05
62,1.637894142073924e-05
63,0.002429204370702888
64,0.004012522219435386
65,0.000681551802747175
66,-0.0026266536966577953
67,0.00032230767338069536
68,0.0001550686342766245
69,0.0006631833591680227
70,0.0047741621540654516
71,0.0026198228635669696
72,-0.0015609410206293573
73,-0.00017369543198785407
74,2.4806116543203208e-05
75,0.008011450011325093
76,8.201799603865323e-06
77,0.0027516542799533275
78,7.975326960788274e-05
79,0.0030206592636234384
80,0.0010096016269870427
81,0.0001746306335971364
82,0.001108446483126275
83,4.575983028302894e-05
84,8.811643379979476e-05
85,9.477932934881417e-05
86,-0.009763461847727549
87,0.0012846743128405737
88,0.00350788913673519
89,0.006922250943564747
90,0.0011428901433288452
91,4.2904747779211796e-05
92,-0.00020842887118373524
93,-0.0017736717121013892
94,0.004743222366950227
95,0.0027740708214298005
96,0.004159157680011798
97,0.0021073326407549534
98,-0.0011143944410894108
99,0.00019171151710571617
100,0.001965826561419951
101,0.0038609166297605625
102,0.0038219825275143966
103,0.001059486129499296
104,0.004968174082241268
105,0.0032401681225500334
106,0.0023838676936700303
107,0.0006396138718204464
108,0.001045377267521247
109,0.00020205255687839107
110,0.00030517052898923995
111,-0.002099703911155164
112,0.0006019806328305124
113,0.00014279473422182902
114,0.00010471603413345171
115,0.0034273814104254373
116,-0.00011301801066148455
117,0.001350417214723344
118,-0.004597039725582744
119,0.003516631835534253
120,0.0006094461961359951
121,0.00016119519565052038
122,0.004759996757281483
123,0.00024889263586123944
124,-0.000409696976107844
125,0.0016641147398143508
126,0.00040085258773958827
127,0.0011025155194636974
128,-0.0015376669719702242
129,0.001618730664315734
130,2.962919158154873e-05
131,0.0001455927084102178
132,0.0006703358313657073
133,0.0024958020915946595
134,-4.3043137386714514e-05
135,-7.207061291123937e-06
136,0.000454184993011438
137,0.002953251647207659
138,0.001538934360852616
139,0.00075906828514267
140,-8.804700979638433e-05
141,-0.0005948551279300868
142,0.00011492036963867955
143,0.001606072960636734
144,-4.2832779571678694e-05
145,-5.182678552887471e-05
146,0.002242464519877445
147,0.0016833396023162438
148,0.00031969097465105113
149,0.0009581997982671386
150,0.00023497603783541473
151,-0.0032093693294437736
152,-0.002688064615007903
153,4.741601727518334e-05
154,-0.007024934351046753
155,-0.0017861616200189868
156,0.0001685586803523074
157,0.0015170310038766306
158,-7.001774145875621e-05
159,0.0019371625205576136
160,-0.0003288324720169682
161,0.007598318154178857
162,0.0009374732056784877
163,0.0014191336583635988
164,0.0020931469391381845
165,-0.0003150820931038245
166,-8.347510558068103e-05
167,-6.99793318352637e-05
168,0.0005218927441227122
169,0.005749420535731765
170,0.00013590420391330855
171,0.001954826419628428
172,-0.0001423902927688615
173,-0.0013489449261261306
174,0.00039669530797101227
175,0.0015874561980643972
176,0.002770050484708096
177,0.0011456748045001667
178,-1.6484717046723836e-05
179,3.637337759635991e-05
180,0.0001809678106508317
181,0.0008545856789793414
182,-3.524371007379592e-05
183,0.0009367398288391895
184,-2.4798466371713657e-05
185,0.0009183230258279674
186,0.003941288404380017
187,-0.010792555232331425
188,0.00413829588306428
189,0.015989812784314612
190,0.0003855652029602178
191,0.0024813450730321344
192,2.4423872903171084e-05
193,0.0001366904312774356
194,-2.9655189054783228e-05
195,-4.165744408890509e-05
196,0.0006392255223152552
197,-2.655936514707962e-05
198,0.001179213357830593
199,0.0008896854591304184
200,-0.002803033115331666
201,0.0003931931372940509
202,-0.00034364180797727157
203,0.001568501795533868
204,0.000728289805997488
205,0.001730025375075953
206,0.0005802904913474987
207,-0.011441196673616665
208,0.0005168254409639124
209,0.0015016836291816991
210,4.576433591104798e-05
211,6.605239001836585e-05
212,0.012737697210250335
213,0.006293006145864124
214,0.008071388561809787
215,-1.8036193681723818e-05
216,0.0004537152805282931
217,0.0006951327153061586
218,-0.00012210506439009266
219,2.508133594738101e-05
220,6.452092944206133e-05
221,0.002286311506955579
222,-0.001993332689817623
223,0.00024900302100557535
224,0.00026813577728320446
225,-0.004516131780199792
226,-0.0029755150682939527
227,0.0025615285683934317
228,0.016045977114288523
229,1.1348473269045509e-05
230,-0.0009931140590385733
231,-0.0001785529369381158
232,0.0006718587329323456
233,0.0018234068649826227
234,0.00019212903591859503
235,-0.0004500314567877292
236,0.0025413949319817017
237,-9.870782747953006e-05
238,0.0006970839415010893
239,0.0005966528177145912
240,-0.0028960738064235016
241,0.006448567699205335
242,0.0002517630148786256
243,0.005658439259475844
244,8.108114249457378e-05
245,0.0007197252842247534
246,-4.155582709731656e-05
247,0.0007110566361849268
248,8.612964618953893e-05
249,3.161338767387889e-05
250,0.0006824454061763695
251,5.911205246656267e-05
252,0.00024479936045145034
253,0.0026573065637848312
254,0.001471454470882585
255,-0.0018120465450982217
256,0.00348940961256987
257,0.005589049651557371
258,0.00014489488760108176
259,0.000803056447165731
260,0.0024644378758692568
261,0.0036097353838820986
262,8.055421896479417e-05
263,0.004656660834054778
264,-0.0036059154432260144
265,-0.0009766126254313592
266,-7.453875332497699e-06
267,0.0016694672868083139
268,0.0004566563905404051
269,-7.487423133012804e-05
270,0.0016733641964442408
271,0.0008040209829613978
272,-7.468963326572316e-05
273,0.004645935951164984
274,0.0009259924646308205
275,-0.0006055096609732654
276,0.0016840960312096691
277,-0.0030791599978077754
278,-9.118468219559446e-05
279,0.0005455532157867572
280,0.0006734804575560004
281,-0.0008943492677101843
282,0.0020916468315360925
283,-0.0042160742622219345
284,0.001420052941043775
285,0.002966265073514741
286,0.0003714460503785832
287,-4.503377183916298e-05
288,0.0015505368517960282
289,0.0006661526260984645
290,0.0005771768738656671
291,-0.0002835218288919117
292,-7.065314380728882e-05
293,0.005996801413741881
294,0.010368679052722566
295,0.0013762859644874074
296,-4.7393503850300795e-05
297,0.007129229510287187
298,-6.076308857246555e-06
299,0.0011451190943451437
300,-1.4729091935664377e-06
