pair_id,score
1,0.0017016679360694125
2,7.974923367264785e-05
3,0.011569186790185535
4,0.0006970327396633429
5,-5.2981967547094323e-05
6,0.002315723780479347
7,0.0041758362477572275
8,0.0028625191400032486
9,0.0004814816188352801
10,0.00030749453472979886
11,0.00030512622029970986
12,0.010211057969937144
13,3.107800456144305e-05
14,0.0002016785205028314
15,7.582411132136776e-05
16,0.0008534080374529062
17,0.0009237300219167616
18,0.0014998593540204775
19,0.0014945449658990938
20,0.009221282026050236
21,0.0002615623917864691
22,0.0007662609778479391
23,-0.00010218956807484347
24,-6.523699434611784e-05
25,0.0034310892175825865
26,0.0016862920725008322
27,2.9866740821649768e-05
28,0.009907587894263888
29,0.002143463060405832
30,9.08954837375391e-05
31,0.0009953256935068579
32,0.00015426254512699875
33,0.0018283516290920959
34,0.014430641243884268
35,0.0029761555583195176
36,0.0002604038162930028
37,0.0003268937936218403
38,-8.800015051888782e-05
39,0.016077669665586176
40,0.006681996845768883
41,0.004738331531349997
42,0.0001124001754502124
43,0.0003907538606230804
44,0.0003310202432687989
45,0.001174237347055327
46,0.0002582117716215487
47,-8.339089824709826e-05
48,0.0016439768740977917
49,0.0022890191271263956
50,0.0014851847504609589
51,0.002148188296395292
52,0.0022548983312813647
53,-5.100339491424848e-05
54,0.0025758967649344216
55,0.005532469671721902
56,0.00030387692592022245
57,0.0007230947133720288
58,0.0010003594227814235
59,0.001384942986862895
60,0.0045140244708044555
61,-5.9779331000255374e-05
62,0.006123484567137245
63,0.015392138924076001
64,0.0019681255093595713
65,0.0012084969430327384
66,0.0007354529117771592
67,-0.00031986483829060853
68,0.0005027820342955901
69,0.0007568689074928683
70,-0.0006289953113124847
71,0.005279054769048039
72,0.00029729303132654516
73,0.0007007746709253533
74,-1.3989701377823907e-05
75,0.0015034437726421852
76,0.006350760536259533
77,0.0003021586314013071
78,0.0018579990039955274
79,8.971732941557393e-05
80,0.00027903663124443604
81,0.00015965712924002163
82,-0.0003068301449984643
83,0.0010127367694502637
84,0.0002858350395321383
85,7.290780444946235e-05
86,0.0024911636652261925
87,0.001063940123649836
88,0.0074213372979495575
89,0.00583492660362532
90,0.000340475511793377
91,0.0015126982683055807
92,-0.00017199494454443466
93,0.00033795821152872327
94,0.0012532024150764055
95,0.0015305251327990524
96,-4.112425643520537e-05
97,0.00489700906247009
98,0.003021685701035497
99,0.00021658382504525793
100,6.533990138012015e-05
101,0.00042169190891572396
102,0.0006058692838036311
103,0.0011180220850445799
104,0.0014143316528963323
105,0.005178965535293416
106,0.0001378869976547777
107,-0.00020384958706295365
108,0.0014771068424419545
109,6.093118481504648e-06
110,0.0022799281084768916
111,0.00035081369114671555
112,-3.205325149770942e-05
113,0.0002794942087406422
114,0.0035246963699923227
115,0.001332777243081533
116,1.0529788980508456e-05
117,0.016130064780772998
118,0.015379815855133455
119,0.00013163197269739247
120,0.007446963859309674
121,0.0010290574814369228
122,0.00263588463447791
123,-0.00026761054951470847
124,0.0007716372652659797
125,-2.211010275091958e-05
126,0.00023496791273003005
127,0.00024059375860231437
128,0.001422495184159727
129,2.0505489332539692e-05
130,0.00013623112506245798
131,0.0001638562755727791
132,0.0007973295769009249
133,0.00019127031022558454
134,0.0009718199509914064
135,-3.0409526039353244e-05
136,0.0044142556769316355
137,2.7459781835632364e-05
138,0.00012375560047961018
139,0.0018882264395157161
