pair_id,score
1,0.00337888518128158
2,0.004989327909708935
3,0.004794216892737008
4,0.008066592814486646
5,0.0017105612119698616
6,0.008477875471853774
7,0.003958389677298563
8,0.00373587596319768
9,0.001615853795656689
10,0.017850593121398275
11,0.007936786447961232
12,0.0025236923705619263
13,0.010293895891282717
14,0.005167313061713992
15,0.005956370417048755
16,0.007716750002550201
17,0.005849475883896601
18,0.0005622923473270769
19,0.011572030303890007
20,0.01967783512803694
21,0.012843099521130994
22,0.0034015217096525093
23,0.01319288482565115
24,0.007748490952152004
25,0.013787576349356536
26,0.0015420836357394477
27,0.005064868671562447
28,0.0019914559037168813
29,0.002513524922968103
30,0.0025475355744685197
31,0.013715417402651357
32,0.0022193029822104885
33,0.006928414305992673
34,0.009971813517082422
35,0.0030307235376997575
36,0.01563533267614619
37,0.004212862317549737
38,0.001644127261805341
39,0.008814512140578767
40,0.000655224044471793
41,0.0029951660571416027
42,0.0030162596142381854
43,0.00546376773561915
44,0.0028634253051886675
45,0.012149654277567971
46,0.009095246846825618
47,0.0031762405705223996
48,0.002911036930582312
49,0.00816125313195214
50,0.009824166226832694
51,0.011061143511361768
52,0.0038703997461997106
53,0.0025386066760617943
54,0.009834669070477916
55,0.003611221335575305
56,0.0021055074532493234
57,0.0030982271339433077
58,0.0028315040941600767
59,0.0033833737351471878
60,0.004612611509298032
61,0.0036662826561187924
62,0.010110241215253401
63,0.0025830387780248656
64,0.004503653722540619
65,0.008057656260098037
66,0.0018247937784345019
67,0.006175588633507617
68,0.004684059861779685
69,0.006435207927838663
70,0.005637771346302098
71,0.0026487540918056483
72,0.005257424733242031
73,0.0053585353436480885
74,0.0009691833842882165
75,0.008672928520521254
76,0.0033471252728194114
77,0.004436946674532062
78,0.004368087688770091
79,0.005185044726951187
80,0.002482757834797813
81,0.010639057167760979
82,0.01341532172829266
83,0.0027764261341974798
84,0.0038024207267171773
85,0.001162798428002264
86,0.006984913461006863
87,0.0017824851699068632
88,0.006679325860896027
89,0.0061255163427613914
90,0.0025113100147501092
91,0.014235559174591914
92,0.016109493952769
93,0.01006285883227511
94,0.003171276336103995
95,0.006045045649180648
96,0.00843750547386977
97,0.0021739102975574438
98,0.0033139241624441243
99,0.0071808212637169844
100,0.004196409175888627
